,Year,DayType_i,Hour,Air Temperature (degC),Energy Demand (kWh),Irradiance (W/m2),DUoS export (GBP/kWh),DUoS import (GBP/kWh),Wholesale (GBP/kWh),Misc (GBP/kWh),Export Price (GBP/kWh),Import Price (GBP/kWh),DRH (GBP/MW/hr),DRL (GBP/MW/hr),PV Energy Output (kWh),Grid Import (kWh),Grid Export (kWh),Battery Charging (kWh),Battery Discharging (kWh),Battery SOC,Battery Energy level (kWh)
6501,11,7,21,6.837554545454545,62.61841827255526,0.0,0.00044295483863182275,0.00048448185475355606,0.079992404430335,0.1653865550985818,0.08043535926896683,0.24586344138367036,-2.563181818181818,6.627272727272728,0.0,62.61841827255526,0.0,0.0,0.0,0.3999999999999999,131.6896105220635
6502,11,7,22,6.270472727272727,59.98314290159848,0.0,0.00044295483863182275,0.00048448185475355606,0.07288301552996095,0.1653865550985818,0.07332597036859277,0.2387540524832963,-2.563181818181818,6.627272727272728,0.0,59.98314290159848,0.0,0.0,0.0,0.3999999999999999,131.6896105220635
6503,11,7,23,5.773527272727272,65.28020203435607,0.0,0.00044295483863182275,0.00048448185475355606,0.06303950152275038,0.1653865550985818,0.06348245636138221,0.22891053847608572,-0.6595454545454547,7.331818181818182,0.0,65.28020203435607,0.0,0.0,0.0,0.3999999999999999,131.6896105220635
6504,11,8,0,5.4555,67.98597290372916,0.0,0.00044295483863182275,0.00048448185475355606,0.05720708840801493,0.1653865550985818,0.05765004324664676,0.2230781253613503,-0.185,5.72375,0.0,67.98597290372916,0.0,0.0,0.0,0.4,131.68961052206353
6505,11,8,1,5.15515,63.79658425614205,0.0,0.00044295483863182275,0.00048448185475355606,0.0542324001091326,0.1653865550985818,0.054675354947764425,0.22010343706246796,-0.185,5.72375,0.0,63.79658425614205,0.0,0.0,0.0,0.4,131.68961052206353
6506,11,8,2,4.9452750000000005,66.42543440716666,0.0,0.00044295483863182275,0.00048448185475355606,0.04825929900346275,0.1653865550985818,0.048702253842094576,0.2141303359567981,-0.185,5.72375,0.0,66.42543440716666,0.0,0.0,0.0,0.4,131.68961052206353
6507,11,8,3,4.724600000000001,66.0662712223482,0.0,0.00044295483863182275,0.00048448185475355606,0.04659675848795244,0.1653865550985818,0.04703971332658426,0.2124677954412878,-1.285,7.34875,0.0,66.0662712223482,0.0,0.0,0.0,0.4,131.68961052206353
6508,11,8,4,4.5673,68.07816694566667,0.0566249999999999,0.00044295483863182275,0.00048448185475355606,0.046866852885642366,0.1653865550985818,0.04730980772427419,0.21273788983897773,-1.285,7.34875,0.019026646396931593,68.05914029926973,0.0,0.0,0.0,0.4,131.68961052206353
6509,11,8,5,4.658575,97.6388979937262,21.3372,0.00044295483863182275,0.00048448185475355606,0.051777826022018046,0.1653865550985818,0.05222078086064987,0.2176488629753534,-1.285,7.34875,7.154647102142915,90.48425089158329,0.0,0.0,0.0,0.4,131.68961052206353
6510,11,8,6,5.7172,99.38438854182144,113.115475,0.00044295483863182275,0.00048448185475355606,0.054648491478546814,0.1653865550985818,0.05509144631717864,0.22051952843188216,-1.285,7.34875,37.506000994892716,61.87838754692872,0.0,0.0,0.0,0.4,131.68961052206353
6511,11,8,7,7.220175,90.93213870438392,248.8209,0.00044295483863182275,0.00048448185475355606,0.05475433928304677,0.1653865550985818,0.0551972941216786,0.22062537623638212,0.1799999999999999,6.3425,81.14301162239103,9.789127081992888,0.0,0.0,0.0,0.4,131.68961052206353
6512,11,8,8,9.06845,98.70412057742264,388.492075,0.00044295483863182275,0.00048448185475355606,0.056898669805247375,0.1653865550985818,0.0573416246438792,0.22276970675858274,0.1799999999999999,6.3425,124.3785090791329,0.0,9.981235249467916,15.693153252242338,0.0,0.4439466791147682,146.15791316296836
6513,11,8,9,10.635175,104.85061416960416,503.8165,0.009232839917732053,0.010312542336897122,0.05476528905592609,0.1653865550985818,0.06399812897365814,0.23046438649140502,0.1799999999999999,6.3425,158.80157596417325,0.0,53.950961794569096,0.0,0.0,0.4439466791147682,146.15791316296836
6514,11,8,10,11.731225,101.21956176883631,585.5915,0.009232839917732053,0.010312542336897122,0.05181250030280241,0.1653865550985818,0.06104534022053447,0.22751159773828133,0.1799999999999999,6.3425,182.52688665920726,0.0,12.079807297027543,69.2275175933434,0.0,0.6378095346343834,209.98222300815132
6515,11,8,11,12.430225,111.07815799018748,616.5152499999999,0.009232839917732053,0.010312542336897122,0.05193842269091476,0.1653865550985818,0.06117126260864682,0.22763752012639368,1.97375,7.98625,191.15705424105929,0.0,80.07889625087181,0.0,0.0,0.6378095346343834,209.98222300815132
6516,11,8,12,12.8449,112.22405635069316,608.702225,0.009232839917732053,0.010312542336897122,0.040640082041601425,0.1653865550985818,0.049872921959333474,0.21633917947708034,1.97375,7.98625,188.5911315267888,0.0,7.139557582752246,69.2275175933434,0.0,0.8316723901539984,273.80653285333426
6517,11,8,13,13.0647,100.270643222513,572.2721,0.009232839917732053,0.010312542336897122,0.03532944219513052,0.1653865550985818,0.044562282112862575,0.21102853963060944,1.97375,7.98625,177.75188675485873,0.0,77.48124353234573,0.0,0.0,0.8316723901539984,273.80653285333426
6518,11,8,14,13.024625,93.32337240485415,490.269225,0.009232839917732053,0.010312542336897122,0.03780956575229698,0.1653865550985818,0.04704240567002903,0.2135086631877759,1.97375,7.98625,153.43237338302492,0.0,0.0,60.10900097817077,0.0,1.0,329.2240263051588
6519,11,8,15,12.71615,79.6835635823125,374.6858,0.009232839917732053,0.010312542336897122,0.05374696017814921,0.1653865550985818,0.06297980009588126,0.22944605761362813,-3.215,10.28,118.60360672019732,0.0,38.92004313788482,0.0,0.0,1.0,329.2240263051588
6520,11,8,16,12.14,76.28991528564583,245.580575,0.009232839917732053,0.010312542336897122,0.07668673436032765,0.1653865550985818,0.0859195742780597,0.25238583179580654,-3.215,10.28,78.78258755142299,0.0,2.492672265777159,0.0,0.0,1.0,329.2240263051588
6521,11,8,17,11.168125,75.96494182629166,125.947775,0.009232839917732053,0.010312542336897122,0.09829976106196164,0.1653865550985818,0.1075326009796937,0.27399885849744055,-3.215,10.28,40.961923913739014,0.0,0.0,0.0,35.00301791255265,0.8846794779645247,291.25773972502685
6522,11,8,18,9.4527,79.80639990041666,29.68245,0.009232839917732053,0.010312542336897122,0.09932903971261786,0.1653865550985818,0.10856187963034991,0.2750281371480968,-3.215,10.28,9.789777028582902,0.7891052784903536,0.0,0.0,69.2275175933434,0.6566033307011926,216.16959221882433
6523,11,8,19,8.1203,78.8682446131642,0.2708,0.009232839917732053,0.010312542336897122,0.09800776711851306,0.1653865550985818,0.1072406070362451,0.27370686455399196,-1.1625,6.07,0.08993424696984338,9.55079277285094,0.0,0.0,69.2275175933434,0.42852718343786056,141.08144471262182
6524,11,8,20,7.3747,74.023479010375,0.0,0.009232839917732053,0.010312542336897122,0.0848589148525947,0.1653865550985818,0.09409175477032675,0.2605580122880736,-1.1625,6.07,0.0,65.36467747838974,0.0,0.0,8.658801531985258,0.39999999999999986,131.68961052206348
6525,11,8,21,6.68085,61.758961766604166,0.0,0.00044295483863182275,0.00048448185475355606,0.06187716654104538,0.1653865550985818,0.062320121379677205,0.22774820349438074,-1.1625,6.07,0.0,61.758961766604166,0.0,0.0,0.0,0.39999999999999986,131.68961052206348
6526,11,8,22,6.05795,62.5903646241875,0.0,0.00044295483863182275,0.00048448185475355606,0.053659361995114625,0.1653865550985818,0.05410231683374645,0.21953039894844997,-1.1625,6.07,0.0,62.5903646241875,0.0,0.0,0.0,0.39999999999999986,131.68961052206348
6527,11,8,23,5.5549,67.35693736952084,0.0,0.00044295483863182275,0.00048448185475355606,0.048757513669471876,0.1653865550985818,0.0492004685081037,0.21462855062280722,0.4712499999999999,6.26875,0.0,67.35693736952084,0.0,0.0,0.0,0.39999999999999986,131.68961052206348
6528,11,9,0,8.550573913043477,72.2777863214203,0.0,0.00044295483863182275,0.00048448185475355606,0.08861952706719918,0.1653865550985818,0.089062481905831,0.25449056402053455,-4.293478260869565,6.493913043478261,0.0,72.2777863214203,0.0,0.0,0.0,0.4,131.68961052206353
6529,11,9,1,8.157808695652175,68.2807627175559,0.0,0.00044295483863182275,0.00048448185475355606,0.08489152613269176,0.1653865550985818,0.08533448097132358,0.2507625630860271,-4.293478260869565,6.493913043478261,0.0,68.2807627175559,0.0,0.0,0.0,0.4,131.68961052206353
